Author,Title,Text
E. E. Cummings,when faces called flowers float out of the ground... (67),Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,red-rag and pink-flag... (11),Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,into the strenuous briefness ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,Marianne Moore (35),Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,when serpents bargain for the right to squirm... (22),Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,there are so many tictoc... ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,spring omnipotent goddess Thou ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,this evangelist... (XXIX) ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,of all the blessings which to man... (IV) ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,warped this perhapsy... (9),Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,INTRODUCTION from New Poems ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,yonder deadfromtheneckup graduate... (V) ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,mrs... (15),Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,this(let's remember)day died again and... ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,up into the silence the green... (41),Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,proud of his scientific attitude... (13),Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,mr youse needn't be so spry... (XVIII) ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,who sharpens every dull... (26),Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,kumrads die because they're told) ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,now what were motionless move(exists no... (89),Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,ordinary wind is winding(cold face blush ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,"Where's Madge then, ",Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,the Noster was a ship of swank... (8),Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
Elizabeth Bishop,One Art ,"The art of losing isn't hard to master;
so many things seem filled with the intent
to be lost that their loss is no disaster.

Lose something every day. Accept the fluster
of lost door keys, the hour badly spent.
The art of losing isn't hard to master.

Then practice losing farther, losing faster:
places, and names, and where it was you meant
to travel. None of these will bring disaster.

I lost my mother's watch. And look! my last, or
next-to-last, of three loved houses went.
The art of losing isn't hard to master.

I lost two cities, lovely ones. And, vaster,
some realms I owned, two rivers, a continent.
I miss them, but it wasn't a disaster.

--Even losing you (the joking voice, a gesture
I love) I shan't have lied. It's evident
the art of losing's not too hard to master
though it may look like (Write it!) like disaster."
Elizabeth Bishop,The Fish ,"I caught a tremendous fish
and held him beside the boat
half out of water, with my hook
fast in a corner of his mouth.
He didn't fight.
He hadn't fought at all.
He hung a grunting weight,
battered and venerable
and homely. Here and there
his brown skin hung in strips
like ancient wallpaper,
and its pattern of darker brown
was like wallpaper:
shapes like full-blown roses
stained and lost through age.
He was speckled with barnacles,
fine rosettes of lime,
and infested
with tiny white sea-lice,
and underneath two or three
rags of green weed hung down.
While his gills were breathing in
the terrible oxygen
--the frightening gills,
fresh and crisp with blood,
that can cut so badly--
I thought of the coarse white flesh
packed in like feathers,
the big bones and the little bones,
the dramatic reds and blacks
of his shiny entrails,
and the pink swim-bladder
like a big peony.
I looked into his eyes
which were far larger than mine
but shallower, and yellowed,
the irises backed and packed
with tarnished tinfoil
seen through the lenses
of old scratched isinglass.
They shifted a little, but not
to return my stare.
--It was more like the tipping
of an object toward the light.
I admired his sullen face,
the mechanism of his jaw,
and then I saw
that from his lower lip
--if you could call it a lip
grim, wet, and weaponlike,
hung five old pieces of fish-line,
or four and a wire leader
with the swivel still attached,
with all their five big hooks
grown firmly in his mouth.
A green line, frayed at the end
where he broke it, two heavier lines,
and a fine black thread
still crimped from the strain and snap
when it broke and he got away.
Like medals with their ribbons
frayed and wavering,
a five-haired beard of wisdom
trailing from his aching jaw.
I stared and stared
and victory filled up
the little rented boat,
from the pool of bilge
where oil had spread a rainbow
around the rusted engine
to the bailer rusted orange,
the sun-cracked thwarts,
the oarlocks on their strings,
the gunnels--until everything
was rainbow, rainbow, rainbow!
And I let the fish go."
Elizabeth Bishop,Sestina ,"September rain falls on the house.
In the failing light, the old grandmother
sits in the kitchen with the child
beside the Little Marvel Stove,
reading the jokes from the almanac,
laughing and talking to hide her tears.

She thinks that her equinoctial tears
and the rain that beats on the roof of the house
were both foretold by the almanac,
but only known to a grandmother.
The iron kettle sings on the stove.
She cuts some bread and says to the child,

It's time for tea now; but the child
is watching the teakettle's small hard tears
dance like mad on the hot black stove,
the way the rain must dance on the house.
Tidying up, the old grandmother
hangs up the clever almanac

on its string. Birdlike, the almanac
hovers half open above the child,
hovers above the old grandmother
and her teacup full of dark brown tears.
She shivers and says she thinks the house
feels chilly, and puts more wood in the stove.

It was to be, says the Marvel Stove.
I know what I know, says the almanac.
With crayons the child draws a rigid house
and a winding pathway. Then the child
puts in a man with buttons like tears
and shows it proudly to the grandmother.

But secretly, while the grandmother
busies herself about the stove,
the little moons fall down like tears
from between the pages of the almanac
into the flower bed the child
has carefully placed in the front of the house.

Time to plant tears, says the almanac.
The grandmother sings to the marvelous stove
and the child draws another inscrutable house."
